"Product ID","Name","Description","Meta Title","Meta description","Meta keywords"
96,"Bloch Kiele Stain Sheer Top Dance Leotard","<p>Satin fill trim sheer top leotard.</p>
<p>&nbsp;</p>
<p>Fabric:</p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex sheer</p>","Bloch Kiele Stain Sheer Top Dance Leotard","Bloch Kiele Stain Sheer Top Dance Leotard. Bloch professional dancewear since 1932",
97,"Bloch Aolani Rouleaux Lattice Back Dance Leotard","<p>Rouleaux lattice back leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex sheer</p>","Bloch Aolani Rouleaux Lattice Back Dance Leotard","Bloch Aolani Rouleaux Lattice Back Dance Leotard. Bloch professional dancewear since 1932",
98,"Bloch Cinnamon Halter Twist Back Dance Leotard","<p>Halter twist back leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Microlux&trade; Nylon / Spandex</p>","Bloch Cinnamon Halter Twist Back Dance Leotard","Bloch Cinnamon Halter Twist Back Dance Leotard. Bloch professional dancewear since 1932",
99,"Bloch Sissone High Leg Low Back Dance Leotard","<p>Ladies' basic high leg low back round front cami leotard.</p>
<div><strong>Fabric:</strong></div>
<div>Cotton / Spandex</div>","Bloch Sissone High Leg Low Back Dance Leotard","Bloch Sissone High Leg Low Back Dance Leotard. Bloch professional dancewear since 1932",
100,"Bloch Royal Low Back Dance Leotard","<p>Ladies' basic rouched front and low back leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Cotton / Spandex</p>","Bloch Royal Low Back Dance Leotard","Bloch Royal Low Back Dance Leotard. Bloch professional dancewear since 1932",
101,"Bloch Ballon Low Back Dance Leotard","<p>Ladies' basic three quarter sleeve and low back leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Cotton / Spandex</p>","Bloch Ballon Low Back Dance Leotard","Bloch Ballon Low Back Dance Leotard. Bloch professional dancewear since 1932",
102,"Bloch Ballet Girls Short Sleeve Dance Leotard","<p>Girl's basic round front&nbsp;&amp; back&nbsp;neckline short sleeve leotard.</p>
<p>&nbsp;</p>
<div><strong>Fabric:</strong></div>
<div>Cotton / Spandex</div>","Bloch Ballet Girls Short Sleeve Dance Leotard","Bloch Ballet Girls Short Sleeve Dance Leotard. Bloch professional dancewear since 1932",
103,"Bloch Tutu Girls Tank Dance Leotard","<p>Girl's basic round front &amp; back neckline tank leotard.</p>
<div><strong>Fabric:</strong></div>
<div>Cotton / Spandex</div>","Bloch Tutu Girls Tank Dance Leotard","Bloch Tutu Girls Tank Dance Leotard. Bloch professional dancewear since 1932",
104,"Bloch Plie Girls Thin Strap Dance  Leotard","<p>Girls thin strap round front cami leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Cotton / Spandex</p>","Bloch Plie Girls Thin Strap Dance  Leotard","Bloch Plie Girls Thin Strap Dance  Leotard. Bloch professional dancewear since 1932",
105,"Bloch Puakea Long Sleeve Top ","<p>Long sleeve metal ring top.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Polyester / Spandex</p>
<p>&nbsp;</p>
<p>COMING SOON</p>","Bloch Puakea Long Sleeve Top ","Bloch Puakea Long Sleeve Top . Bloch professional dancewear since 1932",
106,"Bloch Kalea Crop Terry Hoddie","<p>Crop terry hoodie.</p>
<p>&nbsp;</p>
<p>Fabric:</p>
<p>Main - Cotton / Elastane</p>
<p>Contrast - Cotton / Spandex</p>
<p>&nbsp;</p>","Bloch Kalea Crop Terry Hoddie","Bloch Kalea Crop Terry Hoddie. Bloch professional dancewear since 1932",
107,"Bloch Kawena Fold Down Waistband Dance Shorts","<p>Terry fold down waistband short.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Cotton / Elastane</p>
<p>&nbsp;</p>
<p>COMING SOON</p>","Bloch Kawena Fold Down Waistband Dance Shorts","Bloch Kawena Fold Down Waistband Dance Shorts. Bloch professional dancewear since 1932",
108,"Bloch Full Length Gored Skirt ","<p class=""sizes"">Full length gored skirt with elastic waist yoke.</p>
<p class=""sizes"">&nbsp;</p>
<p class=""sizes""><strong>Fabric:</strong></p>
<p class=""sizes"">Polyester / Spandex</p>","Bloch Full Length Gored Skirt ","Bloch Full Length Gored Skirt . Bloch professional dancewear since 1932",
109,"Bloch Georgette Wrap Skirt","<p class=""sizes"">Classic solid black georgette wrap skirt with matching tie binding. This skirt falls 16 inches in front and 20 inches in back.</p>
<p class=""sizes"">&nbsp;</p>
<p class=""sizes""><strong>Fabric:</strong>&nbsp;&nbsp;</p>
<p class=""sizes"">Polyester Georgette</p>","Bloch Georgette Wrap Skirt","Bloch Georgette Wrap Skirt. Bloch professional dancewear since 1932",
110,"Bloch Belle Tutu Ballet Skirt","<p>&nbsp;</p>
<div>Ladies' rehearsal tutu skirt.</div>
<div><strong>Fabric:</strong></div>
<div>Main - Nylon firm tulle</div>
<div>Contrast - Nylon / Spandex</div>","Bloch Belle Tutu Ballet Skirt","Bloch Belle Tutu Ballet Skirt. Bloch professional dancewear since 1932",
111,"Bloch Laka V-link Rouleaux Front Shorts","<p>Ladies V-link rouleaux front&nbsp;short.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong><br />Main - Dritex&trade; Nylon / Spandex<br />Contrast - Nylon / Spandex sheer</p>","Bloch Laka V-link Rouleaux Front Shorts","Bloch Laka V-link Rouleaux Front Shorts. Bloch professional dancewear since 1932",
112,"Bloch Professional Wrap Ballet Skirt","<p>Ladies' wrap ballet skirt with double sided matching tie binding.</p>
<div><strong>Fabric:</strong></div>
<div>Polyester georgette</div>","Bloch Professional Wrap Ballet Skirt","Bloch Professional Wrap Ballet Skirt. Bloch professional dancewear since 1932",
113,"Bloch Barre Girls Mock Wrap Ballet Skirt","<p>Girl's mock wrap ballet skirt.</p>
<div><strong>Fabric:</strong></div>
<div>Polyester georgette</div>","Bloch Barre Girls Mock Wrap Ballet Skirt","Bloch Barre Girls Mock Wrap Ballet Skirt. Bloch professional dancewear since 1932",
114,"Bloch Tap - Flex Tap Shoe","<p>Lace up split sole full grain leather upper and leather stacked heel.&nbsp;Exclusive Bloch 'sling technique' upper allowing the shoe to bend in one direction and give resistance in the other. Kashmir lining for comfort and to reduce moisture. &nbsp;Heel notch&nbsp;to relieve pressure on the Achilles tendon.</p>
<ul>
</ul>","Bloch Tap - Flex Tap Shoe","Bloch Tap - Flex Tap Shoe. Bloch professional dancewear since 1932",
115,"Bloch Mana Fold Down Waistband Pants","<p>&nbsp;</p>
<div><span>Ladies terry fold down waistband long pant.</span></div>
<div><span><br /><strong>Fabric:</strong><br />Main - Cotton / Elastane</span></div>
<div><span>Contrast - Cotton / Spandex</span></div>
<div><span>&nbsp;</span></div>","Bloch Mana Fold Down Waistband Pants","Bloch Mana Fold Down Waistband Pants. Bloch professional dancewear since 1932",
116,"Bloch Ecarte Jazz Dance Pants","<p>Ladies' V front jazz pant.</p>
<div><strong>Fabric:</strong></div>
<div>Cotton / Spandex</div>","Bloch Ecarte Jazz Dance Pants","Bloch Ecarte Jazz Dance Pants. Bloch professional dancewear since 1932",
117,"Bloch Phoebe Culottes","<p>Ladies' roll down waistband culottes.</p>
<div><strong>Fabric:</strong></div>
<div>Polyester / Rayon / Spandex</div>","Bloch Phoebe Culottes","Bloch Phoebe Culottes. Bloch professional dancewear since 1932",
118,"Bloch Croise Warm Up Jumpsuit","<p>Ladies' loose warm up all-in-one tied at neck&nbsp;and hem.</p>
<div><strong>Fabric:</strong></div>
<div>Cotton sueded jersey</div>","Bloch Croise Warm Up Jumpsuit","Bloch Croise Warm Up Jumpsuit. Bloch professional dancewear since 1932",
119,"Bloch Pippa Seamless Thong","<p>Softel seamless thong.</p>
<p>&nbsp;</p>
<p>Fabric:</p>
<p>Softel seamless nylon / Spandex</p>","Bloch Pippa Seamless Thong","Bloch Pippa Seamless Thong. Bloch professional dancewear since 1932",
120,"Bloch Coby Seamless Breif","<p>Softel seamless full brief.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Softel seamless nylon / Spandex</p>","Bloch Coby Seamless Breif","Bloch Coby Seamless Breif. Bloch professional dancewear since 1932",
121,"Bloch Luelle Seamless Bra","<p>Softel seamless bra with changeable clear and nylon straps.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Softel seamless nylon / Spandex</p>","Bloch Luelle Seamless Bra","Bloch Luelle Seamless Bra. Bloch professional dancewear since 1932",
122,"Bloch Aries Seamless Brief Body Suit","<p>Softel seamless full brief body suit.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Sftel seamless nylon / Spandex</p>","Bloch Aries Seamless Brief Body Suit","Bloch Aries Seamless Brief Body Suit. Bloch professional dancewear since 1932",
123,"Bloch Pisces Seamless Thong Body Suit","<p>Softel seamless thong body suit.&nbsp;</p>
<p>&nbsp;</p>
<p>Fabric:</p>
<p>Softel seamless nylon / Spandex</p>","Bloch Pisces Seamless Thong Body Suit","Bloch Pisces Seamless Thong Body Suit. Bloch professional dancewear since 1932",
124,"Bloch Endura Footed Tights","<p>Bloch ladies soft feel footed tights.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Endura Footed Tights","Bloch Endura Footed Tights. Bloch professional dancewear since 1932",
125,"Bloch Endura Adaptatoe Tights","<p>Perfect for switching between ballet flats and pointe shoes convertable tights.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Endura Adaptatoe Tights","Bloch Endura Adaptatoe Tights. Bloch professional dancewear since 1932",
126,"Bloch Endura Ladies Footless Tights","<p>Soft feel footless tights&nbsp;perfect for switching between ballet flats and pointe shoes.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Endura Ladies Footless Tights","Bloch Endura Ladies Footless Tights. Bloch professional dancewear since 1932",
128,"Bloch Ladies Quality Stirrup Tights","<p>Soft feel tights&nbsp;perfect for switching between ballet flats and pointe shoes.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Ladies Quality Stirrup Tights","Bloch Ladies Quality Stirrup Tights. Bloch professional dancewear since 1932",
129,"Bloch Kids Endura Footed Tights","<p>Bloch kids soft feel footed tights.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Kids Endura Footed Tights","Bloch Kids Endura Footed Tights. Bloch professional dancewear since 1932",
130,"Bloch Kids Endura Adaptotoe Tights","<p>Perfect for switching between ballet flats and pointe shoes.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Kids Endura Adaptotoe Tights","Bloch Kids Endura Adaptotoe Tights. Bloch professional dancewear since 1932",
131,"Bloch Mens Footed Tights","<p class=""sizes"">Classic gusseted men's footed tight with back leg seams.</p>
<p class=""sizes"">&nbsp;</p>
<p class=""sizes""><strong>Fabric:</strong>&nbsp;&nbsp;</p>
<p class=""sizes"">Tactel<sup>&reg;</sup>/ Lycra<sup>&reg;</sup></p>","Bloch Mens Footed Tights","Bloch Mens Footed Tights. Bloch professional dancewear since 1932",
132,"Bloch Mens Leotard","<p class=""sizes"">Classic men's scoop neck tight with cap sleeves.</p>
<p class=""sizes"">&nbsp;</p>
<p class=""sizes""><strong>Fabric:</strong>&nbsp;&nbsp;</p>
<p class=""sizes"">Tactel<sup>&reg;</sup>/ Lycra<sup>&reg;</sup></p>","Bloch Mens Leotard","Bloch Mens Leotard. Bloch professional dancewear since 1932",
133,"Bloch Mens Mickey Seamless Dance Support","<p>Softel seamless male dance support with silicon padding for extra support.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Softel seamless nylon / Spandex&nbsp;</p>","Bloch Mens Mickey Seamless Dance Support","Bloch Mens Mickey Seamless Dance Support. Bloch professional dancewear since 1932",
134,"Bloch Unisex Warm Up Bootie Boots","<p><strong>Fabric:</strong></p>
<p>Shell - Polyester / Lining &amp; Mudguard - Nylon / Filling - Polyester</p>","Bloch Unisex Warm Up Bootie Boots","Bloch Unisex Warm Up Bootie Boots. Bloch professional dancewear since 1932",
135,"Bloch Unisex Quilt Bag Large","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>
<p><span style=""color: #0000ff; font-size: xx-small;""><br /></span></p>","Bloch Unisex Quilt Bag Large","Bloch Unisex Quilt Bag Large. Bloch professional dancewear since 1932",
136,"Bloch Unisex Quilt Bag Small ","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>","Bloch Unisex Quilt Bag Small ","Bloch Unisex Quilt Bag Small . Bloch professional dancewear since 1932",
137,"Bloch Unisex Warm-Up Shorts ","<p><strong>Fabric:</strong></p>
<p>100% Nylon</p>","Bloch Unisex Warm-Up Shorts ","Bloch Unisex Warm-Up Shorts . Bloch professional dancewear since 1932",
138,"Bloch Ladies Reversible Warm Up Gilet","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>","Bloch Ladies Reversible Warm Up Gilet","Bloch Ladies Reversible Warm Up Gilet. Bloch professional dancewear since 1932",
139,"Bloch Ladies Reversible Warm Up Pants","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>
<p><strong><br /></strong></p>","Bloch Ladies Reversible Warm Up Pants","Bloch Ladies Reversible Warm Up Pants. Bloch professional dancewear since 1932",
140,"Bloch Mens Reversible Warm Up Gilet ","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>","Bloch Mens Reversible Warm Up Gilet ","Bloch Mens Reversible Warm Up Gilet . Bloch professional dancewear since 1932",
141,"Bloch Mens Reversible Warm Up Pants ","<p><strong>Fabric:</strong></p>
<p>Shell - Nylon / Filling - Polyester</p>
<p><strong><br /></strong></p>","Bloch Mens Reversible Warm Up Pants ","Bloch Mens Reversible Warm Up Pants . Bloch professional dancewear since 1932",
142,"Bloch Ladies Hyper-Extended-Knee Warm Up Pants","<p>Ladies Warm-Up Pant.</p>
<div><strong>Fabric:</strong></div>
<div>Main - Polyester polar fleece</div>
<div>Contrast - Cotton / Spandex</div>","Bloch Ladies Hyper-Extended-Knee Warm Up Pants","Bloch Ladies Hyper-Extended-Knee Warm Up Pants. Bloch professional dancewear since 1932",
143,"Bloch Barbette Ladies V-Band Jazz Pants","<p>Ladies V-Band Jazz Pant.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Micro Poliamide / Elastane</p>","Bloch Barbette Ladies V-Band Jazz Pants","Bloch Barbette Ladies V-Band Jazz Pants. Bloch professional dancewear since 1932",
144,"Bloch Giuliette Ladies Drawstring Pants","<p>Ladies Drawstring Jazz Pant.</p>","Bloch Giuliette Ladies Drawstring Pants","Bloch Giuliette Ladies Drawstring Pants. Bloch professional dancewear since 1932",
145,"Bloch Bella Jazz Pants","<p>Ladies Fold-Over Jazz Pant.</p>","Bloch Bella Jazz Pants","Bloch Bella Jazz Pants. Bloch professional dancewear since 1932",
146,"Bloch Mango Knee Length Ballroom Skirt","<p><span style=""font-size: x-small;"">Ladies Knee Length Ballroom Skirt.</span></p>","Bloch Mango Knee Length Ballroom Skirt","Bloch Mango Knee Length Ballroom Skirt. Bloch professional dancewear since 1932",
147,"Bloch Mens 'Wide' Band Dance Belt","<p><strong>Fabric:</strong></p>
<p>Main - Cotton / Spandex</p>
<p>Lining - Polyester&nbsp;</p>","Bloch Mens 'Wide' Band Dance Belt","Bloch Mens 'Wide' Band Dance Belt. Bloch professional dancewear since 1932",
148,"Bloch Mens Jazzpants","<p>Fitted Style with straight leg.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Cotton / Spandex</p>","Bloch Mens Jazzpants","Bloch Mens Jazzpants. Bloch professional dancewear since 1932",
149,"Bloch Mens Terry Pants","<p>Loose fit. Wide leg.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>100% Cotton</p>","Bloch Mens Terry Pants","Bloch Mens Terry Pants. Bloch professional dancewear since 1932",
150,"Bloch Ladies Twin Strap Crop Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Twin Strap Crop Top","Bloch Ladies Twin Strap Crop Top. Bloch professional dancewear since 1932",
151,"Bloch Ladies V Neck Crop Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies V Neck Crop Top","Bloch Ladies V Neck Crop Top. Bloch professional dancewear since 1932",
152,"Bloch Ladies Straight Leg Pants with Transposed Waist ","<p><strong>Fabric:</strong></p>
<p>Supplex / Rib</p>","Bloch Ladies Straight Leg Pants with Transposed Waist ","Bloch Ladies Straight Leg Pants with Transposed Waist . Bloch professional dancewear since 1932",
153,"Bloch Ladies 3/4 Loose Pants","<p>This Bloch Studio 3/4 pant is made in a woven mechanical stretch fabric. A comfortable, easy to wear style featuring a soft stretch rib waistband and cuff. Ideal for yoga, pilates, walking, and dance.</p>
<p><strong>Fabric:</strong></p>
<p>Mechanical stretch / Rib</p>","Bloch Ladies 3/4 Loose Pants","Bloch Ladies 3/4 Loose Pants. Bloch professional dancewear since 1932",
154,"Bloch Ladies Zip Back Leggings","<p><strong>Fabric:</strong></p>
<p>Supplex</p>","Bloch Ladies Zip Back Leggings","Bloch Ladies Zip Back Leggings. Bloch professional dancewear since 1932",
155,"Bloch Ladies 3/4 Leggings with Transposed Waist","<p><strong>Fabric:</strong></p>
<p>Supplex / Rib</p>","Bloch Ladies 3/4 Leggings with Transposed Waist","Bloch Ladies 3/4 Leggings with Transposed Waist. Bloch professional dancewear since 1932",
156,"Flared Hoodie","<p><strong>Fabric:</strong></p>
<p>Fine Jersey</p>","Flared Hoodie","Flared Hoodie. Bloch professional dancewear since 1932",
157,"Bloch Ladies Varsity Jacket","<p>This Bloch Studio raglan baseball jacket is made in a lightweight summer french terry. It is suitable for low impact exercise or perfect to throw on after a hard workout.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Mini french terry</p>","Bloch Ladies Varsity Jacket","Bloch Ladies Varsity Jacket. Bloch professional dancewear since 1932",
158,"Bloch Ladies Varsity 7/8 Pants","<p>This Bloch Studio varsity 7/8 pant is in a lightweight cotton terry. A comfortable style ideal for walking and low impact exercise.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Mini french terry</p>","Bloch Ladies Varsity 7/8 Pants","Bloch Ladies Varsity 7/8 Pants. Bloch professional dancewear since 1932",
159,"Bloch Ladies Playsuit","<p>This Bloch Studio playsuit is made in a soft resort terry. It is 100% cotton and super comfortable. It is perfect for low to medium impact exercise or alternatively a great fashion item for your summer wardrobe.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Resort Terry</p>","Bloch Ladies Playsuit","Bloch Ladies Playsuit. Bloch professional dancewear since 1932",
160,"Bloch Ladies Resort Terry Harem Pants","<p><strong>Fabric:</strong></p>
<p>Resort Terry</p>","Bloch Ladies Resort Terry Harem Pants","Bloch Ladies Resort Terry Harem Pants. Bloch professional dancewear since 1932",
161,"Bloch Ladies Sleeveless Windcheater Top","<p><strong>Fabric:</strong></p>
<p>Rip Stop</p>","Bloch Ladies Sleeveless Windcheater Top","Bloch Ladies Sleeveless Windcheater Top. Bloch professional dancewear since 1932",
165,"Bloch Ladies Knit Keyhole Crossback Top ","<p><strong>Fabric:</strong></p>
<p>Cotton</p>","Bloch Ladies Knit Keyhole Crossback Top ","Bloch Ladies Knit Keyhole Crossback Top . Bloch professional dancewear since 1932",
166,"Bloch Ladies Elastic Hem Tracksuit Bottoms","<p>This Bloch Studio trackpant is made in a soft cotton french terry. Perfect for dance class, yoga, pilates or a great casual fashion piece for your wardrobe.</p>
<p><strong>Fabric:</strong></p>
<p>Mini French Terry</p>","Bloch Ladies Elastic Hem Tracksuit Bottoms","Bloch Ladies Elastic Hem Tracksuit Bottoms. Bloch professional dancewear since 1932",
169,"Bloch Ladies Regular Rise 3/4 Firm F-X Leggings","<p>This Bloch Studio everyday 3/4 tight is made in our Bloch DRITEX&trade; high performance fabric. They are fully lined in the back leg panels for extra support to firm the thighs and rear. Ideal for a wide variety of workouts, walking, running, dancing, yoga &amp; pilates.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Dritex / Softel</p>","Bloch Ladies Regular Rise 3/4 Firm F-X Leggings","Bloch Ladies Regular Rise 3/4 Firm F-X Leggings. Bloch professional dancewear since 1932",
170,"Bloch Ladies Front Cross Over Racer Back Crop Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Front Cross Over Racer Back Crop Top","Bloch Ladies Front Cross Over Racer Back Crop Top. Bloch professional dancewear since 1932",
171,"Bloch Ladies Bandeau Bikini Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Bandeau Bikini Top","Bloch Ladies Bandeau Bikini Top. Bloch professional dancewear since 1932",
172,"Bloch Ladies Gathered Triangle Bikini Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Gathered Triangle Bikini Top","Bloch Ladies Gathered Triangle Bikini Top. Bloch professional dancewear since 1932",
174,"Bloch Ladies Fold Over Seam Detail Firm Leggings","<p>Fabric:</p>
<p>Dritex / Softel</p>","Bloch Ladies Fold Over Seam Detail Firm Leggings","Bloch Ladies Fold Over Seam Detail Firm Leggings. Bloch professional dancewear since 1932",
175,"Bloch Ladies Shrug Full Sleeve Cropped Cardigan","<p><strong>Fabric:</strong></p>
<p>Modal Rib</p>","Bloch Ladies Shrug Full Sleeve Cropped Cardigan","Bloch Ladies Shrug Full Sleeve Cropped Cardigan. Bloch professional dancewear since 1932",
176,"Bloch Raphaela Ballet Flat Shoes","<p>Stylish and comfortable ballerina flats with ruffle bow detail.&nbsp;</p>","Bloch Raphaela Ballet Flat Shoes","Bloch Raphaela Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
177,"Bloch Lucy Ballet Flat Shoes","<p>Luxurious all-leather, super flexible ballerina flats</p>","Bloch Lucy Ballet Flat Shoes","Bloch Lucy Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
178,"Bloch Patent Ballerina Ballet Flat Shoes","<p>Classic ballerina flats in patent leather.&nbsp;</p>","Bloch Patent Ballerina Ballet Flat Shoes","Bloch Patent Ballerina Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
179,"Bloch Luxury Ballet Flat Shoes","<p>Luxury soft leather two tone ballet flat.</p>","Bloch Luxury Ballet Flat Shoes","Bloch Luxury Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
180,"Bloch Fonteyn Ballet Flat Shoes","<p>Rich leather ballerina flat with a drawstring for better fit. &nbsp;</p>","Bloch Fonteyn Ballet Flat Shoes","Bloch Fonteyn Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
181,"Bloch Classica Pearl Ballet Flat Shoes","<p>Two tone ballerina flats in matt finish.&nbsp;</p>","Bloch Classica Pearl Ballet Flat Shoes","Bloch Classica Pearl Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
182,"Bloch Prima Ballerina Ballet Flat Shoes","<p>Classic ballerina flats with elasticated opening and a drawstring bow.</p>","Bloch Prima Ballerina Ballet Flat Shoes","Bloch Prima Ballerina Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
183,"Bloch Arabian Ballerina Ballet Flat Shoes","<p>Pure comfort slip-on ballerina flats.</p>","Bloch Arabian Ballerina Ballet Flat Shoes","Bloch Arabian Ballerina Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
184,"Bloch Belen Leather Pumps","<p>Stardust leather ballerina pumps with understated elegant design.</p>","Bloch Belen Leather Pumps","Bloch Belen Leather Pumps. Bloch professional leather pumps since 1932",
185,"Bloch Rosette Ballet Flat Shoes","<p>Soft leather ballerina flats topped a beautifully crafted rossette.</p>","Bloch Rosette Ballet Flat Shoes","Bloch Rosette Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
186,"Bloch Yvonne Ballet Flat Shoes","<p>Crafted contrast leather ballerinas with a bow detail.</p>","Bloch Yvonne Ballet Flat Shoes","Bloch Yvonne Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
187,"Bloch Liz Ballet Flat Shoes","<p>Leather pumps with a designer bow.&nbsp;</p>","Bloch Liz Ballet Flat Shoes","Bloch Liz Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
188,"Bloch Carina Mock Snake Skin Ballerina Flat Shoes","<p>Mock snake skin ballerina flats.</p>","Bloch Carina Mock Snake Skin Ballerina Flat Shoes","Bloch Carina Mock Snake Skin Ballerina Flat Shoes. Bloch professional Ballet Flats since 1932",
189,"Bloch Jodie Ballet Flat Shoes","<p>Beautifully crafted all-leather ballerina pumps.</p>","Bloch Jodie Ballet Flat Shoes","Bloch Jodie Ballet Flat Shoes. Bloch professional Ballet Flats since 1932",
190,"Bloch Jazztap Mens Tap Shoes","<p>Jazz style leather upper.&nbsp;The toe tap is secured to a resonating board for a&nbsp;full sound and stability.&nbsp;Techno heel &amp; toe taps.</p>","Bloch Jazztap Mens Tap Shoes","Bloch Jazztap Mens Tap Shoes. Bloch professional dancewear since 1932",
191,"Bloch Jazztap Girls Tap Shoes","<p>Jazz style leather upper.&nbsp;The toe tap is secured to a resonating board for a&nbsp;full sound and stability.&nbsp;Techno heel &amp; toe taps.</p>","Bloch Jazztap Girls Tap Shoes","Bloch jazzsoft white girls leather jazz tap shoes. Bloch handmade professional dance jazz tap shoes since 1932",
192,"Bloch Ultraflex Mens Jazz Shoes","<p>Soft leather upper with laces for a secure fit.&nbsp;Rubber split sole.</p>","Bloch Ultraflex Mens Jazz Shoes","Bloch Ultraflex black mens leather jazz shoes, split sole. Bloch handmade professional dance jazz shoes since 1932",
193,"Bloch Nylon Ribbon Pointe Ballet Shoe Ribbon","<p>Professional non-slip, non-shiny pointe shoe ribbon.</p>
<p>&nbsp;</p>
<p>Length - 3 meters</p>","Bloch Nylon Ribbon Pointe Ballet Shoe Ribbon","Bloch Nylon Ribbon Pointe Ballet Shoe Ribbon. Bloch professional Ballet Shoes since 1932",
194,"Bloch Elastorib Pointe Ballet Shoe Ribbon","<p>Pre-cut ribbon with elastic sewn into the length which assists in the reduction of strain on the achilles tendon.&nbsp;</p>","Bloch Elastorib Pointe Ballet Shoe Ribbon","Bloch Elastorib Pointe Ballet Shoe Ribbon. Bloch professional Ballet Shoes since 1932",
195,"Bloch Ballet Pointe Shoe Bag","<p>Open mesh drawstring bag for storing ad airing pointe shoes.</p>","Bloch Ballet Pointe Shoe Bag","Bloch Ballet Pointe Shoe Bag. Bloch professional Ballet Shoes since 1932",
196,"Bloch Illeana Ladies Latin Tango Shoes","<p>Fexible forefoot to provide a broad range of movement and enchance pointe. Narrow flared heel postioned in the centre of the heel for stability. Self locking buckle and cushioned insole. &nbsp;</p>","Bloch Illeana Ladies Latin Tango Shoes","Bloch Illeana Ladies Latin Tango Shoes. Bloch professional Latin Tango Dance Shoes since 1932",
197,"Bloch Sienna Ladies Latin Tango Shoes","<p>Flexible forefoot to provide a broad range of movement and enhance pointe. Flared heel with wide heel base for support, stability and comfort. Adjustable strap can be worn as ankle or instep strap, self locking buckle and cushion insole.&nbsp;</p>","Bloch Sienna Ladies Latin Tango Shoes","Bloch Sienna Ladies Latin Tango Shoes. Bloch professional Latin Tango Dance Shoes since 1932",
